Unique ID,UP ID,Present in GFKB v3 (Y/N),Present in GFKB_epilepsy v3 (Y/N),UP taxonomy,UP name,Assembly ID (UP matched),Genome Size (Mb),RefSeq Accession,Plasmid/additional chromosome accessions,GenBank Accession,GenBank record name,NCBI taxonomy,NCBI taxonomy name,Lineage (full),Characteristics,Effect/Function,Curation Notes
UP000008150_AP010890,UP000008150,Y,Y,565040,Bifidobacterium longum subsp infantis (strain 157F),GCA_000196575.1,2.409,NC_015052.1,NC_015053.1,AP010890,"Bifidobacterium longum subsp. infantis 157F DNA, complete genome",565040,Bifidobacterium longum subsp. infantis 157F,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium longum; Bifidobacterium longum subsp. infantis,"The human gut is colonized with a wide variety of microorganisms, including species, such as those belonging to the bacterial genus Bifidobacterium, that have beneficial effects on human physiology and pathology. Among the most distinctive benefits of bifidobacteria are modulation of host defence responses and protection against infectious diseases. Bifidobacterium longum subsp. infantis (strain 157F) is a obligate anaerobic, host-associated, Gram-positive bacterium that is commonly found in the intestines of humans and most animals and insects. The genes encoding an ATP-binding-cassette-type carbohydrate transporter present in B. longum subsp. infantis contribute to protect mice against death induced by E. coli O157:H7. This effect can be attributed, at least in part, to increased production of acetate and that translocation of the E. coli O157:H7 Shiga toxin from the gut lumen to the blood is inhibited. Acetate produced by protective B. longum subsp. infantis improves intestinal defence mediated by epithelial cells and thereby protects the host against lethal infection. (Adapted from PMID: 21270894). [UP000008150]",Acetate produced by protective B. longum subsp. infantis improves intestinal defence mediated by epithelial cells and thereby protects the host against lethal infection. [PMID: 21270894],
UP000005219_AP012044,UP000005219,Y,Y,693746,Oscillibacter valericigenes (strain DSM 18026 / NBRC 101213 / Sjm18-20),GCA_000283575.1,4.471,NC_016048.1,NC_016046.1,AP012044,"Oscillibacter valericigenes Sjm18-20 DNA, complete genome",693746,Oscillibacter valericigenes Sjm18-20,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; Oscillibacter valericigenes,"Oscillibacter valericigenes represents a distinct phylogenetic lineage in clostridial cluster IV of the low-G+C-content Gram-positive bacteria. Strain Sjm 18-20, which is the type strain, was isolated from from alimentary canal material from Japanese corbicula clams (Corbicula japonica) collected on the sea coast in Shimane, Japan. The bacterium is strictly anaerobic, mesophilic, neutrophilic, Gram-negative staining, non-sporulating and motile by peritrichous flagella. Cells form straight to slightly curved rods 0.5 - 2.5 up to 6.0 um and often form very elongated rods (30 um) after prolonged cultivation. Optimal growth occurs at 30 degrees Celsius, pH 6.0-6.5, at < 4% NaCl. Acids are produced from D-glucose, L-arabinose, D-ribose and D-xylose, with valeric acid as the major end product from glucose (adapted from PMID 17684268), [UP000005219]","The strain grows fermentatively and produces acids from D-glucose, L-arabinose, D-ribose and D-xylose, with n-valeric acid being the major end product from glucose. Consistent with these observations, genes encoding catabolic enzymes and possible transporters for these sugars could be assigned on the genome. [PMID: 23408234]",Also referred to as strains DSM 18026 and NBRC 101213 in UniProt.
UP000007946_AP012054,UP000007946,Y,Y,981540,Streptococcus pasteurianus (strain ATCC 43144 / JCM 5346 / CDC 1723-81),GCA_000270165.1,2.1,NC_015600.1,,AP012054,"Streptococcus pasteurianus ATCC 43144 DNA, complete genome",981540,Streptococcus pasteurianus ATCC 43144,Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pasteurianus,"Streptococci are non-motile, Gram-positive cocci with widely varying pathogenic potential that occur in pairs or chains. Streptococcus gallolyticus is a Gram-positive bacterium isolated from various habitats, including feces of many animals and from human clinical sources. S. gallolyticus is part of the rumen flora but also a cause of disease in ruminants as well as in birds (septicemia in pigeons, outbreaks in broiler flocks, or bovine mastitis). This bacterium has been named ""gallolyticus"" as it is able to decarboxylate gallate, an organic acid derived from tannin degradation. S. gallolyticus subsp. pasteurianus, now referred to as S.pasteurianus, strain ATCC 43144 is human clinical blood isolate, biotype II.2, from Belgium. Unlike S.gallolyticus ATCC 43143 (STRG1) is no longer adapted to a ruminant environment. Comparison of many Streptococccus species indicates the core genome consists of about 600 genes (about 30% of the genome), with considerable evolutionary plasticity (adapted from PMID 21633709). [UP000007946]","ATCC 43144 is more adapted to humans, losing many of the genes originally needed in the ruminal environment. This study hast has predicted putative cell-surface associated proteins that could play a role in adherence to host tissues, leading to persistent infections causing sub-acute and chronic diseases in humans. This study showed evidence that the S. gallolyticus still possesses genes making it suitable in a rumen environment, whereas the ability for S. pasteurianus to live in rumen is reduced. [PMID: 21633709]",Also referred to as strains JCM 5346 and CDC 1723-81 in UniProt.
*UP000008929_AP012211,*UP000008929,Y,Y,502558,Eggerthella sp (strain YY7918),GCA_000270285.1,3.124,NC_015738.1,,AP012211,"Eggerthella sp. YY7918 DNA, complete genome",502558,Eggerthella sp. YY7918,Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Eggerthella,"Eggerthella lenta is an anaerobic, nonsporulating, Gram-positive bacillus in the Coriobacteriaceae family. E. lenta is part of the normal human intestinal microbiome and has been most commonly associated with infections from a gastrointestinal tract (GIT) source, which are often polymicrobial. [PMID: 25520446]","Eggerthella sp. strain YY7918 was isolated from the intestinal flora of a healthy human. It metabolizes daidzein (a soybean isoflavonoid) and produces S-equol, which has stronger estrogenic activities than daidzein. According to the virulence factor database (VFDB) (http://www.mgc.ac.cn/VFs/), the strain expresses genes for streptomycin adenyltransferase (aadE) and erythromycin resistance methylase (ermB). [PMID: 21914883]",Proteome removed
UP000003323_AP012326,UP000003323,Y,Y,871562,Bifidobacterium dentium ATCC 27679,GCA_000146775.1,2.646,NZ_AP012326.1,,AP012326,"Bifidobacterium dentium JCM 1195 = DSM 20436 DNA, complete genome",1150423,Bifidobacterium dentium JCM 1195 = DSM 20436,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium dentium,"Bifidobacterium is frequently isolated from the human intestine, but Bifidobacterium dentium is known to be present in the human oral cavity, as well as in the intestine. The strain was also isolated from human dental caries. [PMID: 25858847]","B. dentium is frequently isolated from active carious lesions and thus may contribute to the pathogenesis of dental caries. Possession of an enzyme activity that degrades artificial trypsin substrates, such as benzoylarginine-_-naphthylamide, has been proposed as a possible virulence factor in the suspected periodontal pathogens. B. dentium, which is one of the periodontal bacterial isolates, also has this activity. [PMID: 25858847]",The GenBank sequence for assembly ID is from WGS Sequence Set. This proteome is redundant to UP000003323.
UP000028988_AP012327,UP000028988,Y,Y,1150460,Bifidobacterium kashiwanohense JCM 15439 = DSM 21854,GCA_000741605.1,2.308,NZ_AP012327.1,,AP012327,"Bifidobacterium kashiwanohense JCM 15439 = DSM 21854 DNA, complete genome",1150460,Bifidobacterium kashiwanohense JCM 15439 = DSM 21854,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium catenulatum; Bifidobacterium catenulatum subsp. kashiwanohense,"Bifidobacterium spp. are Gram-positive, anaerobic, branched rod-shaped bacteria and are frequently isolated from the human intestine. Bifidobacterium kashiwanohense JCM 15439 (= DSM 21854T) was isolated from the feces of a healthy Japanese infant. [PMID: 25883283]","The ability of this species to efficiently utilize iron sequestration mechanisms, such as siderophore production and iron internalization, may confer an ecological advantage. [PMID: 25883283] The bifidobacteria have not been found to cause human diseases; instead, they are considered to be probiotic micro-organisms. [PMID: 21148680]",The GenBank sequence for assembly ID is from WGS Sequence Set. This proteome is redundant to UP000028988.
UP000015561_AP012541,UP000015561,Y,Y,1226298,Lactobacillus paracasei subsp paracasei JCM 8130,GCA_000829035.1,3.018,NZ_AP012541.1,NZ_AP012542.1,AP012541,"Lactobacillus paracasei subsp. paracasei JCM 8130 DNA, complete genome",1226298,Lactobacillus paracasei subsp. paracasei JCM 8130,Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus casei group; Lactobacillus paracasei; Lactobacillus paracasei subsp. paracasei,"Lactobacillus paracasei is a member of the normal human and animal gut microbiota and is used extensively in the food industry in starter cultures for dairy products and also as bacteria with probiotic features. L. casei/paracasei strains were isolated from different ecological niches such as fermented milk or cereal products, human and animal gut or plants. [PMID: 23894338]","Lactobacillus paracasei and Lactobacillus rhamnosus strains produce the cell-surface associated cell-wall hydrolases Msp2/p40 and Msp1/p75, which display anti-apoptotic and cell-protective effects on human epithelial cells. They have been shown to bind to mucin, collagen and cultured epithelial cells. So-called collagen-binding-proteins are large extracellular peptidoglycan-bound proteins with CnaB domains which may be involved in adhesion to other cells and host tissues. [PMID: 23894338]",This proteome is redundant to UP000003495.
*UP000015924_AP013105,*UP000015924,Y,Y,1384484,Adlercreutzia equolifaciens DSM 19450,GCA_000478885.1,2.863,NC_022567.1,,AP013105,"Adlercreutzia equolifaciens DSM 19450 DNA, complete genome",1384484,Adlercreutzia equolifaciens DSM 19450,Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Adlercreutzia; Adlercreutzia equolifaciens,Isolated from the feces of a healthy human and is able to metabolize daidzeins to equol. [PMID: 24051320],"This organism metabolizes diadzeins (soybean isoflavonoids) to equol, a nonsteroidal estrogen [PMID: 24051320]",Proteome removed
UP000217431_AP014597,UP000217431,Y,Y,28131,Prevotella intermedia,GCA_002355195.1,3.148,NZ_AP014597.1,NZ_AP014598.1,AP014597,"Prevotella intermedia DNA, complete genome, strain: OMA14, chromosome: I",28131,Prevotella intermedia,Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella,"Prevotella intermedia is a Gram-negative, black-pigmented anaerobic bacterium that is classified into the genus Prevotella belonging to the phylum Bacteroidetes. This bacterium is frequently found in subgingival plaque from patients with periodontal diseases and is considered one of the periodontal pathogens (a member of the so-called range complex̥). Prevotella is phylogenetically close to other periodontal pathogens, namely Porphyromonas gingivalis and Tannerella forsythia, which are classified into the same phylum. Prevotella intermedia has also been associated with other oral infections, including endodontic infections, pregnancy gingivitis and acute necrotizing ulcerative gingivitis. Prevotella intermedia OMA14 was isolated from a periodontal pocket of a Japanese patient with periodontitis. [PMID: 26645327]","Prevotella intermedia has been found in both periodontally diseased patients and healthy subjects. P. intermedia has also been reported to be associated with periapical abscess, pregnancy gingivitis, acute necrotizing ulcerative gingivitis and HIV associated periodontal lesions. indicated that P. has cell surface components that might be associated with periodontal breakdown or adherence to epithelial cells. Protease production was also pointed out as a possible pathogenic factor in this species. [PMID: 9802558] has been implicated in many forms of human periodontal disease, including chronic periodontitis, early-onset periodontitis, acute necrotizing ulcerative gingivitis, and pregnancy gingivitis. Studies have shown that P. intermedia is associated with periodontal breakdown in type I diabetics and is frequently encountered in periodontal lesions or abscesses associated with destructive disease. [DOI: 10.1128/IAI.68.9.5420-5424.2000]","Prevotella intermedia DNA, complete genome, strain: OMA14, chromosome: II (GenBank AC AP014598) is mapped to UP000217431."
UP000031657_AP014658,UP000031657,Y,Y,216816,Bifidobacterium longum,GCA_000829295.1,2.29,NZ_AP014658.1,,AP014658,"Bifidobacterium longum DNA, complete genome, strain: 105-A",216816,Bifidobacterium longum,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,Isolated from human feces [PMID: 25523770],"Bifidobacteria are known for their difficulties with gene manipulation, especially in the generation of gene knockout mutants. This is mainly caused by the low transformation efficiencies demonstrated by Bifidobacterium strains, in part due to their restriction-modification (R-M) systems. Among the bifidobacteria, Bifidobacterium longum 105-A has shown exceptionally high transformation efficiency (approximately 104 to 106 transformants/_g DNA) with several plasmid DNAs. [PMID: 25523770]",
UP000268003_AP018538,UP000268003,N,Y,1351,Enterococcus faecalis (Streptococcus faecalis),GCA_003966385.1,3.138,NZ_AP018538,NZ_AP018541.1 NZ_AP018540.1 NZ_AP018539.1,AP018538,Enterococcus faecalis KUB3006 DNA complete genome,1351,Enterococcus faecalis,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,"Enterococcus faecalis is a lactic acid-producing gram-positive bacterium that is commonly found in the intestinal tracts of humans and animals and is implicated in several fatal clinical infections, such as bacteremia and infective endocarditis. [PMID: 30410481]","Linezolid (LZD) has become one of the most important antimicrobial agents for infections caused by gram-positive bacteria, including those caused by Enterococcus species. LZD-resistant (LR) genetic features include mutations in 23S rRNA/ribosomal proteins, a plasmid-borne 23S rRNA methyltransferase gene cfr, and ribosomal protection genes (optrA and poxtA). Recently, a cfr gene variant, cfr(B), was identified in a Tn6218-like transposon (Tn) in a Clostridioides difficile isolate. Complete genome sequencing of KUB3006 revealed that it carried cfr(B) on a chromosomal Tn6218-like element. Surprisingly, this Tn6218-like element was almost (99%) identical to that of C. difficile Ox3196. The LR E. faecalis KUB3006 possesses a notable Tn6218-like-borne cfr(B) and plasmid-borne optrA, and this finding raises further concerns regarding the possible declining effectiveness of LZD treatment in the future. [PMID: 30410481]",UP000272561 is redundant to UP000268003
UP000001170_CP000024,UP000001170,Y,Y,264199,Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311),GCA_000011825.1,1.797,NC_006448.1,,CP000024,"Streptococcus thermophilus CNRZ1066, complete genome",299768,Streptococcus thermophilus CNRZ1066,Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus thermophilus,"Lactobacilli are normal inhabitants of the gastrointestinal tract of man and animals where they are widely considered to exert a number of beneficial roles including immunomodulation, interference with enteric pathogens, and maintenance of a healthy intestinal microflora. Like other lacid acid bacteria they are acid tolerant, cannot synthesize prophyrins and are strictly fermentative with lactic acid as their major metabolic end product. Streptococci are non-motile, Gram-positive cocci with widely varying pathogenic potential that occur in pairs or chains. Streptococcus thermophilus is a Gram-positive facultative anaerobe. It is used, along with Lactobacillus spp., as a starter culture for the manufacture of several important fermented dairy foods, including yogurt and mozzarella. Consequently, over 10(21) live cells are ingested annually by the human population. S. thermophilus has an important role as a probiotic, alleviating symptoms of lactose intolerance and other gastrointestinal disorders. S.thermophilus strain CNRZ 1066 was isolated from yogurt manufactured in France. [UP000001008]","S. thermophilus plays a prominent role in food biopreservation. Notably, the species is used extensively in yogurt, cheese, and other dairy fermentations, where it is traditionally paired with Lactobacillus delbrueckii subsp. bulgaricus or Lactobacillus helveticus. In these products, S. thermophilus is responsible for rapid acidification as well as formation of the expected flavor and texture properties. In addition, yogurt cultures have also been linked to various probiotic effects, including the alleviation of lactose intolerance, modulation of intestinal microbiota, immunostimulation of host production of pro-inflammatory and anti-inflammatory cytokines, and inhibition of specific periodontal pathogens. [PMID: 21995282]",This proteome is redundant to UP000001170.
UP000002861_CP000139,UP000002861,Y,Y,435590,Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154),GCA_000012825.1,5.163,NC_009614.1,,CP000139,"Bacteroides vulgatus ATCC 8482, complete genome",435590,Bacteroides vulgatus ATCC 8482,Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides vulgatus,"Bacteroides vulgatus is a member of the normal distal human gut microbiota. The distal gut microbiota contain more bacterial cells than all of our body's other microbial communities combined. More than 90% of phylogenetic types belong to two divisions, the Bacteroidetes and the Firmicutes, with the remaining types distributed among eight other divisions. B.vulgatus is the only sequenced Bacteroidetes that possesses a gene coding for a xylanase. It has the largest and most complete set of enzymes that target pectin. [UP000002861]","In a study, B. vulgatus ATCC 8482 has shown to be highly resistant to inorganic arsenic, most likely the result of expression of the genes of chromosomal ars operon. Species within the Bacteroides genus, including B. vulgatus, colonize the intestinal tract of humans commensally. They increase nutrient utilization by their hosts through biodegradation of complex polysaccharides into more easily digested simpler sugars. [PMID: 27040269]","Also referred to as strains DSM 1447, JCM 5826, NBRC 14291, and NCTC 11154 in UniProt."
UP000000566_CP000140,UP000000566,Y,Y,435591,Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152),GCA_000012845.1,4.811,NC_009615.1,,CP000140,"Parabacteroides distasonis ATCC 8503, complete genome",435591,Parabacteroides distasonis ATCC 8503,Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides; Parabacteroides distasonis,"Parabacteroides distasonis (also known as Bacteroides distasonis) is a member of the normal distal human gut microbiota. The distal gut microbiota contain more bacterial cells than all of our body's other microbial communities combined. More than 90% of phylogenetic types belong to two divisions, the Bacteroidetes and the Firmicutes, with the remaining types distributed among eight other divisions. P. distasonis has the smallest genome among the sequenced human gut-associated Bacteroidetes, the smallest repertoire of genes involved in environmental sensing and gene regulation and the smallest number of genes associated with carbon source degradation. It lacks many accessory hemicellulases, pectinases and polysaccharidases that target non-plant carbohydrates. [UP000000566]","Major end-products of Parabacteriodes are acetic and succinic acids. Aesculin is hydrolysed. Indole is not produced. Glucose-6-phosphate dehydrogenase (G6PDH), 6-phosphogluconate dehydrogenase (6PGDH), malate dehydrogenase and glutamate dehydrogenase are present. [PMID: 16825636]","Also referred to as strains DSM 20701, CIP 104284, JCM 5825, and NCTC 11152 in UniProt."
UP000001952_CP000243,UP000001952,Y,Y,364106,Escherichia coli (strain UTI89 / UPEC),GCA_000013265.1,5.18,NC_007946.1,NC_007941.1,CP000243,"Escherichia coli UTI89, complete genome",364106,Escherichia coli UTI89,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,"Escherichia coli is a Gram-negative straight rod, which either uses peritrichous flagella for mobility or is nonmotile. It is a facultatively anaerobic chemoorganotroph capable of both respiratory and fermentative metabolism. E.coli serves a useful function in the body by suppressing the growth of harmful bacterial species and by synthesising appreciable amounts of vitamins. It is an important component of the biosphere. It colonizes the lower gut of animals and survives when released to the natural environment, allowing widespread dissemination to new hosts. Pathogenic E.coli strains are responsible for infection of the enteric, urinary, pulmonary and nervous systems. Comparison of 20 E.coli/Shigella strains shows the core genome to be about 2000 genes while the pan-genome has over 18,000 genes. There are multiple, striking integration hotspots that are conserved across the genomes, corresponding to regions of abundant and parallel insertions and deletions of genetic material. UTI89 is a uropathogenic E.coli (UPEC) belonging to phylogroup B2, and was recovered from a patient with an acute bladder infection. UPEC strains must adapt to life in several microbial communities in the human body, and have a complex life cycle in the bladder where they cause acute or recurrent urinary tract infection. [UP000001952]","Uropathogenic E. coli (UPEC) must adapt to life in several microbial communities in the human body, and has a complex life cycle in the bladder when it causes acute or recurrent urinary tract infection (UTI). Uropathogenic E. coli (UPEC) emerges from the distal gut microbiota, is incorporated into the vaginal/periurethral microbiota, and then enters the bladder, where it attaches to and subsequently invades superficial facet (umbrella) cells of the urothelium. [PMID: 16585510]",
